,mention,anchor_type,mention_token_id,mention_character_id,eventclass,Patient_offsets,Agent_offsets,Location_offsets,Time_offsets,AgentPatient_offsets,Benefactive_offsets,Cargo_offsets,Source_offsets,Target_offsets,Path_offsets,Instrument_offsets,mention_span,mention_span_ids,mention_in_context,eventclass_no_number,last_token_id
56,verdeelt,evokes,40-168,9909-9917,BeingAtAPlace,['40-149[145]'],None,['40-162[146]'],None,None,None,None,None,None,None,None,verdeelt,['40-168'],"162 . Tsoonen , ende dat apparent vande ervarenste ende loeckste Soldaten , op acht verscheijden plaetsen in Garnisoen [ verdeelt ] sij Behaluen dat met voorsz verdeelinge tot Compes . progres ende Goulagiement in gemelte Quartieren gants niet gevoirdert Werct soo",BeingAtAPlace,40-168
57,ffiuasien,evokes,40-196.1,10090-10099,Attacking,['40-191'],['40-198[149]'],['40-182[147]'],None,None,None,None,None,None,None,None,ffiuasien,['40-196.1'],". progres ende Goulagiement in gemelte Quartieren gants niet gevoirdert Werct soo is oock deselue niet bastandt , omme [ ffiuasien ] ffiuasien van externer Vijanden te connen resisteren , nochte oock d'Imboonders alsse ontrouw Wesen willen , in ontsach ende dwang",Attacking,40-196.1
58,ontrouw,evokes,40-208,10176-10183,Uprising,None,['40-206'],['40-182[148]'],None,None,None,None,None,None,None,None,ontrouw,['40-208'],"oock deselue niet bastandt , omme d'ffiuasien ffiuasien van externer Vijanden te connen resisteren , nochte oock d'Imboonders alsse [ ontrouw ] Wesen willen , in ontsach ende dwang te houden , Gelijck als op Bouro ende inde Manipes met schande ende",Uprising,40-208
59,schande,evokes,40-227,10276-10283,Uprising[205],None,None,['40-221[150]'],None,None,None,None,None,None,None,None,schande ende verlies van Volck,"['40-227', '40-228', '40-229', '40-230', '40-231']","ontrouw Wesen willen , in ontsach ende dwang te houden , Gelijck als op Bouro ende inde Manipes met [ schande ende verlies van Volck ] ende goedt gebleecken , is ; Derhaluen gemelte Gecommitteerde precise ordre gegeuen hebben , omme de",Uprising,40-231
60,ende,evokes,40-228,10284-10288,Uprising[205],None,None,['40-221[150]'],None,None,None,None,None,None,None,None,schande ende verlies van Volck,"['40-227', '40-228', '40-229', '40-230', '40-231']","ontrouw Wesen willen , in ontsach ende dwang te houden , Gelijck als op Bouro ende inde Manipes met [ schande ende verlies van Volck ] ende goedt gebleecken , is ; Derhaluen gemelte Gecommitteerde precise ordre gegeuen hebben , omme de",Uprising,40-231
61,verlies,evokes,40-229,10289-10296,Uprising[205],None,None,['40-221[150]'],None,None,None,None,None,None,None,None,schande ende verlies van Volck,"['40-227', '40-228', '40-229', '40-230', '40-231']","ontrouw Wesen willen , in ontsach ende dwang te houden , Gelijck als op Bouro ende inde Manipes met [ schande ende verlies van Volck ] ende goedt gebleecken , is ; Derhaluen gemelte Gecommitteerde precise ordre gegeuen hebben , omme de",Uprising,40-231
62,van,evokes,40-230,10297-10300,Uprising[205],None,None,['40-221[150]'],None,None,None,None,None,None,None,None,schande ende verlies van Volck,"['40-227', '40-228', '40-229', '40-230', '40-231']","ontrouw Wesen willen , in ontsach ende dwang te houden , Gelijck als op Bouro ende inde Manipes met [ schande ende verlies van Volck ] ende goedt gebleecken , is ; Derhaluen gemelte Gecommitteerde precise ordre gegeuen hebben , omme de",Uprising,40-231
63,Volck,evokes,40-231,10301-10306,Uprising[205],None,None,['40-221[150]'],None,None,None,None,None,None,None,None,schande ende verlies van Volck,"['40-227', '40-228', '40-229', '40-230', '40-231']","ontrouw Wesen willen , in ontsach ende dwang te houden , Gelijck als op Bouro ende inde Manipes met [ schande ende verlies van Volck ] ende goedt gebleecken , is ; Derhaluen gemelte Gecommitteerde precise ordre gegeuen hebben , omme de",Uprising,40-231
64,extremiteijt,evokes,42-5,10734-10746,War[206],['42-61[154]'],['42-61[154]'],None,None,['42-61[154]'],None,None,None,None,None,None,extremiteijt van wapenen,"['42-5', '42-6', '42-7']","alvooren daer toee speciale last ende ordre van ons becomen Is hebben Visitate ge . Ende dewijle men door [ extremiteijt van wapenen ] ( twelck doch niet dan groote lasten , onseeckere uijtcompsten , horrible bloetstorting , Herderff van menschen ende",War,42-7
65,van,evokes,42-6,10747-10750,War[206],['42-61[154]'],['42-61[154]'],None,None,['42-61[154]'],None,None,None,None,None,None,extremiteijt van wapenen,"['42-5', '42-6', '42-7']","alvooren daer toee speciale last ende ordre van ons becomen Is hebben Visitate ge . Ende dewijle men door [ extremiteijt van wapenen ] ( twelck doch niet dan groote lasten , onseeckere uijtcompsten , horrible bloetstorting , Herderff van menschen ende",War,42-7
66,wapenen,evokes,42-7,10751-10758,War[206],['42-61[154]'],['42-61[154]'],None,None,['42-61[154]'],None,None,None,None,None,None,extremiteijt van wapenen,"['42-5', '42-6', '42-7']","alvooren daer toee speciale last ende ordre van ons becomen Is hebben Visitate ge . Ende dewijle men door [ extremiteijt van wapenen ] ( twelck doch niet dan groote lasten , onseeckere uijtcompsten , horrible bloetstorting , Herderff van menschen ende",War,42-7
67,verachtering,isOfType,42-37,10949-10961,HavingInternalState,['42-39[151]'],None,None,None,None,None,None,None,None,None,None,verachtering,['42-37'],", horrible bloetstorting , Herderff van menschen ende Landen , hadije ende emulatie van nabuijren mitsgaders voor eerst groote [ verachtering ] in des Compes . nootwendich soulaes ( den Nagelhandel ) naer hem is bleijpende ) Jegenwoordich niet gedisponeert is ,",HavingInternalState,42-37
68,vervallen,evokes,42-59,11084-11093,HavingInternalState[207],['42-61[152]'],None,None,None,None,None,None,None,None,None,None,vervallen Stadt,"['42-59', '42-60']","Compes . nootwendich soulaes ( den Nagelhandel ) naer hem is bleijpende ) Jegenwoordich niet gedisponeert is , den [ vervallen Stadt ] inde Quartieren van Ambr . naer behooren te restaureren ende te verseeckeren , ende dat het in aller manieren",HavingInternalState,42-60
69,Stadt,evokes,42-60,11094-11099,HavingInternalState[207],['42-61[152]'],None,None,None,None,None,None,None,None,None,None,vervallen Stadt,"['42-59', '42-60']","Compes . nootwendich soulaes ( den Nagelhandel ) naer hem is bleijpende ) Jegenwoordich niet gedisponeert is , den [ vervallen Stadt ] inde Quartieren van Ambr . naer behooren te restaureren ende te verseeckeren , ende dat het in aller manieren",HavingInternalState,42-60
70,restaureren,isOfType,42-69,11144-11155,HavingInternalState+,['42-61[153]'],None,None,None,None,None,None,None,None,None,None,restaureren,['42-69'],"is bleijpende ) Jegenwoordich niet gedisponeert is , den vervallen Stadt inde Quartieren van Ambr . naer behooren te [ restaureren ] ende te verseeckeren , ende dat het in aller manieren geradender ende voor de presente gestaltenisser vande Compe . nitter",HavingInternalState+,42-69
71,bevreding,isOfType,42-119,11452-11461,Miscellaneous,['42-131[155]'],None,None,None,None,None,None,None,None,None,None,bevreding,['42-119'],"ende beuolen , alle vlijt ende Industrieuseijt aen te wenden , omme door supportabelder middel , bij wege van [ bevreding ] tot beslechtinge van alle gepasseerde misverstanden , ende onlusten , met die van Bittoe , Loeboe , Combello , dessidi",Miscellaneous,42-119
72,gealtereerde,evokes,42-161,11695-11707,HavingInternalState[208],['42-131[157]'],None,None,None,None,None,None,None,None,None,None,gealtereerde ende verwijderde gemoederen,"['42-161', '42-162', '42-163', '42-164']","ende consorten , als onse oude Bondtgenoten , in termen van nieuwe vruntschap te geraecken , daer door de [ gealtereerde ende verwijderde gemoederen ] in voorige gerustheijt ende patisique posture herstelt , ende alsoo t'vervoeren vervoeren vande Nagelen int aenstaende mochte",HavingInternalState,42-164
73,ende,evokes,42-162,11708-11712,HavingInternalState[208],['42-131[157]'],None,None,None,None,None,None,None,None,None,None,gealtereerde ende verwijderde gemoederen,"['42-161', '42-162', '42-163', '42-164']","ende consorten , als onse oude Bondtgenoten , in termen van nieuwe vruntschap te geraecken , daer door de [ gealtereerde ende verwijderde gemoederen ] in voorige gerustheijt ende patisique posture herstelt , ende alsoo t'vervoeren vervoeren vande Nagelen int aenstaende mochte",HavingInternalState,42-164
74,verwijderde,evokes,42-163,11713-11724,HavingInternalState[208],['42-131[157]'],None,None,None,None,None,None,None,None,None,None,gealtereerde ende verwijderde gemoederen,"['42-161', '42-162', '42-163', '42-164']","ende consorten , als onse oude Bondtgenoten , in termen van nieuwe vruntschap te geraecken , daer door de [ gealtereerde ende verwijderde gemoederen ] in voorige gerustheijt ende patisique posture herstelt , ende alsoo t'vervoeren vervoeren vande Nagelen int aenstaende mochte",HavingInternalState,42-164
75,gemoederen,evokes,42-164,11725-11735,HavingInternalState[208],['42-131[157]'],None,None,None,None,None,None,None,None,None,None,gealtereerde ende verwijderde gemoederen,"['42-161', '42-162', '42-163', '42-164']","ende consorten , als onse oude Bondtgenoten , in termen van nieuwe vruntschap te geraecken , daer door de [ gealtereerde ende verwijderde gemoederen ] in voorige gerustheijt ende patisique posture herstelt , ende alsoo t'vervoeren vervoeren vande Nagelen int aenstaende mochte",HavingInternalState,42-164
76,in,evokes,42-165,11736-11738,HavingInternalState+[209],['42-131[158]'],None,None,None,None,None,None,None,None,None,None,in voorige gerustheijt ende patisique posture herstelt,"['42-165', '42-166', '42-167', '42-168', '42-169', '42-170', '42-171']","onse oude Bondtgenoten , in termen van nieuwe vruntschap te geraecken , daer door de gealtereerde ende verwijderde gemoederen [ in voorige gerustheijt ende patisique posture herstelt ] , ende alsoo t'vervoeren vervoeren vande Nagelen int aenstaende mochte voorgecomen werden , soo",HavingInternalState+,42-171
77,voorige,evokes,42-166,11739-11746,HavingInternalState+[209],['42-131[158]'],None,None,None,None,None,None,None,None,None,None,in voorige gerustheijt ende patisique posture herstelt,"['42-165', '42-166', '42-167', '42-168', '42-169', '42-170', '42-171']","onse oude Bondtgenoten , in termen van nieuwe vruntschap te geraecken , daer door de gealtereerde ende verwijderde gemoederen [ in voorige gerustheijt ende patisique posture herstelt ] , ende alsoo t'vervoeren vervoeren vande Nagelen int aenstaende mochte voorgecomen werden , soo",HavingInternalState+,42-171
78,gerustheijt,evokes,42-167,11747-11758,HavingInternalState+[209],['42-131[158]'],None,None,None,None,None,None,None,None,None,None,in voorige gerustheijt ende patisique posture herstelt,"['42-165', '42-166', '42-167', '42-168', '42-169', '42-170', '42-171']","onse oude Bondtgenoten , in termen van nieuwe vruntschap te geraecken , daer door de gealtereerde ende verwijderde gemoederen [ in voorige gerustheijt ende patisique posture herstelt ] , ende alsoo t'vervoeren vervoeren vande Nagelen int aenstaende mochte voorgecomen werden , soo",HavingInternalState+,42-171
79,ende,evokes,42-168,11759-11763,HavingInternalState+[209],['42-131[158]'],None,None,None,None,None,None,None,None,None,None,in voorige gerustheijt ende patisique posture herstelt,"['42-165', '42-166', '42-167', '42-168', '42-169', '42-170', '42-171']","onse oude Bondtgenoten , in termen van nieuwe vruntschap te geraecken , daer door de gealtereerde ende verwijderde gemoederen [ in voorige gerustheijt ende patisique posture herstelt ] , ende alsoo t'vervoeren vervoeren vande Nagelen int aenstaende mochte voorgecomen werden , soo",HavingInternalState+,42-171
80,patisique,evokes,42-169,11764-11773,HavingInternalState+[209],['42-131[158]'],None,None,None,None,None,None,None,None,None,None,in voorige gerustheijt ende patisique posture herstelt,"['42-165', '42-166', '42-167', '42-168', '42-169', '42-170', '42-171']","onse oude Bondtgenoten , in termen van nieuwe vruntschap te geraecken , daer door de gealtereerde ende verwijderde gemoederen [ in voorige gerustheijt ende patisique posture herstelt ] , ende alsoo t'vervoeren vervoeren vande Nagelen int aenstaende mochte voorgecomen werden , soo",HavingInternalState+,42-171
81,posture,evokes,42-170,11774-11781,HavingInternalState+[209],['42-131[158]'],None,None,None,None,None,None,None,None,None,None,in voorige gerustheijt ende patisique posture herstelt,"['42-165', '42-166', '42-167', '42-168', '42-169', '42-170', '42-171']","onse oude Bondtgenoten , in termen van nieuwe vruntschap te geraecken , daer door de gealtereerde ende verwijderde gemoederen [ in voorige gerustheijt ende patisique posture herstelt ] , ende alsoo t'vervoeren vervoeren vande Nagelen int aenstaende mochte voorgecomen werden , soo",HavingInternalState+,42-171
82,herstelt,evokes,42-171,11782-11790,HavingInternalState+[209],['42-131[158]'],None,None,None,None,None,None,None,None,None,None,in voorige gerustheijt ende patisique posture herstelt,"['42-165', '42-166', '42-167', '42-168', '42-169', '42-170', '42-171']","onse oude Bondtgenoten , in termen van nieuwe vruntschap te geraecken , daer door de gealtereerde ende verwijderde gemoederen [ in voorige gerustheijt ende patisique posture herstelt ] , ende alsoo t'vervoeren vervoeren vande Nagelen int aenstaende mochte voorgecomen werden , soo",HavingInternalState+,42-171
83,vervoeren,isOfType,42-175.1,11806-11815,Transportation,['42-177'],None,None,['42-178[159]'],None,None,None,None,None,None,None,vervoeren,['42-175.1'],"geraecken , daer door de gealtereerde ende verwijderde gemoederen in voorige gerustheijt ende patisique posture herstelt , ende alsoo [ vervoeren ] vervoeren vande Nagelen int aenstaende mochte voorgecomen werden , soo lange niet gedisponeert sijn t'selue anders te beletten Schhtervolgende V",Transportation,42-175.1
84,aengecomen,isOfType,48-11,12522-12532,Arriving,None,None,['48-4'],['48-6[160]'],None,None,['48-20[162]'],['48-2'],None,None,['48-12[161]'],aengecomen,['48-11'],"sult connen becomen , Waer aen ons voirder gedraegen Van Jambij sijn hier den 15 . en 13.en December [ aengecomen ] de Jachten Beuerwijck ende de Bare geladen met 5100 xi . P ever „ aen geldt , ende coopmanschappen ,",Arriving,48-11
85,procureren,isOfType,48-49,12742-12752,Buying,['48-42[166]'],['48-34[163]'],None,None,None,None,None,None,None,None,None,procureren,['48-49'],"coopmanschappen , resteerde bij t'comptoir aldaer noch omtrent soo veele , dat ongeveerlijck 150 . lasten Peper souden connen [ procureren ] . ( T‛sedert hebben verstaen , hoe alles aen Epper besteedt was , Waer ouer d'onse 150 . a 200",Buying,48-49
86,besteedt,evokes,48-60,12804-12812,Buying,['48-59'],['48-34[165]'],None,None,None,None,None,None,None,None,None,besteedt,['48-60'],"dat ongeveerlijck 150 . lasten Peper souden connen procureren . ( T‛sedert hebben verstaen , hoe alles aen Epper [ besteedt ] was , Waer ouer d'onse 150 . a 200 . pagqe . vleeden niet eenich geldt versoucken , gissing maeckende",Buying,48-60
87,versoucken,isOfType,48-77,12884-12894,Miscellaneous,['48-66[167]'],['48-65'],None,None,None,None,None,None,None,None,None,versoucken,['48-77'],"aen Epper besteedt was , Waer ouer d'onse 150 . a 200 . pagqe . vleeden niet eenich geldt [ versoucken ] , gissing maeckende , soo die gesonden werden , dat tegen Martij toecomende omtrent 5000 . tpicol wever in Doorraedt",Miscellaneous,48-77
88,Doorraedt,evokes,48-97,13002-13011,BeingAtAPlace,['48-91[169]'],None,['48-34[164]'],['48-88[168]'],None,None,None,None,None,None,None,Doorraedt,['48-97'],", gissing maeckende , soo die gesonden werden , dat tegen Martij toecomende omtrent 5000 . tpicol wever in [ Doorraedt ] sullen hebben . Noch geldt noch cleeden connen derrewaerts seijnden voor dat nieuw secours van Nederlandt ende Choromandel becomen „",BeingAtAPlace,48-97
89,seijnden,isOfType,48-107,13071-13079,TransLocation,['48-101[170]'],None,None,None,None,None,None,None,['48-106'],None,None,seijnden,['48-107'],tegen Martij toecomende omtrent 5000 . tpicol wever in Doorraedt sullen hebben . Noch geldt noch cleeden connen derrewaerts [ seijnden ] voor dat nieuw secours van Nederlandt ende Choromandel becomen „ 32 „ 4 . = Den oppercoopman van Jambij Cornelis,TransLocation,48-107
90,versocht,isOfType,50-16,13252-13260,Miscellaneous,None,['50-13[171]'],None,None,None,None,None,None,None,None,None,versocht,['50-16'],"„ 4 . = Den oppercoopman van Jambij Cornelis vander Hoeff aduiseert ons , hoe vanden Coninck van Jambij [ versocht ] heeft recompense voor onsen gepresteerden dienst , opt ' Exploict naer Dalimban , maer heeft niet anders connen obtineren dan",Miscellaneous,50-16
91,obtineren,isOfType,50-35,13373-13382,Getting,['50-37[174]'],['50-13[172]'],None,None,None,None,None,None,None,None,None,obtineren,['50-35'],"versocht heeft recompense voor onsen gepresteerden dienst , opt ' Exploict naer Dalimban , maer heeft niet anders connen [ obtineren ] dan uijtstel van betalinge des Tols , tot dat de Coninck Antwoordt op sijn versouck van Nieuw secours tegen Palimban",Getting,50-35
92,becompt,isOfType,50-56,13500-13507,Getting,['50-47[175]'],['50-46'],None,None,None,None,None,None,None,None,None,becompt,['50-56'],"uijtstel van betalinge des Tols , tot dat de Coninck Antwoordt op sijn versouck van Nieuw secours tegen Palimban [ becompt ] ; Velck secours den Coninck van ons ongetwijffelt , met dier Intentie versoeckt , als wel e e vn e",Getting,50-56
93,becomen,isOfType,50-80,13623-13630,Getting,['50-58[176]'],['50-60[177]'],None,None,None,None,None,None,None,None,None,becomen,['50-80'],"Coninck van ons ongetwijffelt , met dier Intentie versoeckt , als wel e e vn e weetende , niet [ becomen ] en sal , op dat bij onse beijgeringh oorsaecke mocht capteren , ons de belooffde vrijheijt van toll voor 10",Getting,50-80
94,ontseggen,evokes,50-107,13757-13766,EndingContractualAgreement,"['50-60[178]', '50-93']","['50-60[178]', '50-93']",None,None,"['50-60[178]', '50-93']",None,None,None,None,None,None,ontseggen,['50-107'],"beijgeringh oorsaecke mocht capteren , ons de belooffde vrijheijt van toll voor 10 . a 12 . Jaren te [ ontseggen ] , ofte soo schoon andermael eenich secours sonden , dat het selue emmers dog vruchteloos als t'voorgaen soude doen slijten",EndingContractualAgreement,50-107
95,Ingeleijdt,isOfType,50-165,14092-14102,Miscellaneous,['50-137[180]'],['50-161'],None,None,None,None,None,None,None,None,None,Ingeleijdt,['50-165'],"en meenen , ende oock rbel van daer sullen blijven . Voor tedoen van dEngelschen Engelschen sijn voor desen [ Ingeleijdt ] geweest , anders souden dien folije niet begonnen hebben . Voor die van Palimban sijn de Jambinesen tegenwoordich vrij wat",Miscellaneous,50-165
96,bevreest,isOfType,50-186,14226-14234,Miscellaneous,['50-177[181]'],['50-181[182]'],None,None,None,None,None,None,None,None,None,bevreest,['50-186'],", anders souden dien folije niet begonnen hebben . Voor die van Palimban sijn de Jambinesen tegenwoordich vrij wat [ bevreest ] , oor desen hebben d'onse verscheijden Schepen ledich van daer herwaertse gesonden , ende nu versoecken sij andere , soo",Miscellaneous,50-186
97,gesonden,isOfType,50-198,14309-14317,TransLocation,['50-192[183]'],['50-191'],None,None,None,None,None,['50-195[184]'],['50-197'],None,None,gesonden,['50-198'],"Palimban sijn de Jambinesen tegenwoordich vrij wat bevreest , oor desen hebben d'onse verscheijden Schepen ledich van daer herwaertse [ gesonden ] , ende nu versoecken sij andere , soo om de Peper van daer te lichten , als om Compes Volck",TransLocation,50-198
98,versoecken,isOfType,50-202,14328-14338,Miscellaneous,['50-204[185]'],['50-203'],None,None,None,None,None,None,None,None,None,versoecken,['50-202'],"tegenwoordich vrij wat bevreest , oor desen hebben d'onse verscheijden Schepen ledich van daer herwaertse gesonden , ende nu [ versoecken ] sij andere , soo om de Peper van daer te lichten , als om Compes Volck ende restanten aldaer te",Miscellaneous,50-202
99,lichten,evokes,50-213,14380-14387,TransLocation,['50-208[187]'],None,None,None,None,None,None,['50-210[188]'],None,None,['50-204[186]'],lichten,['50-213'],"ledich van daer herwaertse gesonden , ende nu versoecken sij andere , soo om de Peper van daer te [ lichten ] , als om Compes Volck ende restanten aldaer te mogen verseeckeren Onse tfachten Int ' vaerwater van Mallacca cruijssende ,",TransLocation,50-213
100,cruijssende,isOfType,51-8,14497-14508,TransLocation,['51-1[190]'],None,['51-3[192]'],None,None,None,None,None,None,None,None,cruijssende,['51-8'],"lichten , als om Compes Volck ende restanten aldaer te mogen verseeckeren Onse tfachten Int ' vaerwater van Mallacca [ cruijssende ] , hadden , niet anders verricht , dan met onse Jongste geaduiseert is ; E. ober deeen sijn vande Noort",TransLocation,51-8
101,vertrocken,isOfType,51-36,14645-14655,Leaving,None,None,['51-27[194]'],['51-23[193]'],None,None,None,None,['51-30[195]'],None,['51-1[189]'],vertrocken,['51-36'],"met onse Jongste geaduiseert is ; E. ober deeen sijn vande Noort naer Pedra branca , om de Zuijdt [ vertrocken ] C = a sog om de Maccausche dravetten daer omtrent te cruijssen Vooren Is geseijdt hoe hier van Teijouhan ende",Leaving,51-36
102,daer,*,51-45,14693-14697,*[210],['51-1[191]'],None,None,None,None,None,None,None,None,None,None,daer omtrent,"['51-45', '51-46']","sijn vande Noort naer Pedra branca , om de Zuijdt vertrocken C = a sog om de Maccausche dravetten [ daer omtrent ] te cruijssen Vooren Is geseijdt hoe hier van Teijouhan ende Japan Godtloff . abel aengecomen sijn de Schepen Brasimus",*,51-46
103,omtrent,*,51-46,14698-14705,*[210],['51-1[191]'],None,None,None,None,None,None,None,None,None,None,daer omtrent,"['51-45', '51-46']","sijn vande Noort naer Pedra branca , om de Zuijdt vertrocken C = a sog om de Maccausche dravetten [ daer omtrent ] te cruijssen Vooren Is geseijdt hoe hier van Teijouhan ende Japan Godtloff . abel aengecomen sijn de Schepen Brasimus",*,51-46
104,cruijssen,isOfType,51-48,14709-14718,TransLocation,None,None,None,None,None,None,None,None,None,None,None,cruijssen,['51-48'],"naer Pedra branca , om de Zuijdt vertrocken C = a sog om de Maccausche dravetten daer omtrent te [ cruijssen ] Vooren Is geseijdt hoe hier van Teijouhan ende Japan Godtloff . abel aengecomen sijn de Schepen Brasimus ende de Vreede",TransLocation,51-48
105,aengecomen,isOfType,52-13,14788-14798,Arriving,None,['52-15[197]'],['52-5'],None,None,None,None,['52-6[196]'],None,None,None,aengecomen,['52-13'],"de Maccausche dravetten daer omtrent te cruijssen Vooren Is geseijdt hoe hier van Teijouhan ende Japan Godtloff . abel [ aengecomen ] sijn de Schepen Brasimus ende de Vreede . t Schip , de Vreede heel mastelaos , sijnde op 5â Draden",Arriving,52-13
106,in,isOfType,52-46,14966-14968,Miscellaneous[211],None,['52-22[198]'],['52-31[199]'],None,None,None,None,None,None,None,None,in groot perijckel geweest,"['52-46', '52-47', '52-48', '52-49']","heel mastelaos , sijnde op 5â Draden bij N. den Aquinoctiael alle de masten ouer boort geblingert , ende [ in groot perijckel geweest ] . hebben door haer verstaen , hoe d'heere bij geleeft . hebben door haer verstaen , hoe",Miscellaneous,52-49
107,groot,isOfType,52-47,14969-14974,Miscellaneous[211],None,['52-22[198]'],['52-31[199]'],None,None,None,None,None,None,None,None,in groot perijckel geweest,"['52-46', '52-47', '52-48', '52-49']","heel mastelaos , sijnde op 5â Draden bij N. den Aquinoctiael alle de masten ouer boort geblingert , ende [ in groot perijckel geweest ] . hebben door haer verstaen , hoe d'heere bij geleeft . hebben door haer verstaen , hoe",Miscellaneous,52-49
108,perijckel,isOfType,52-48,14975-14984,Miscellaneous[211],None,['52-22[198]'],['52-31[199]'],None,None,None,None,None,None,None,None,in groot perijckel geweest,"['52-46', '52-47', '52-48', '52-49']","heel mastelaos , sijnde op 5â Draden bij N. den Aquinoctiael alle de masten ouer boort geblingert , ende [ in groot perijckel geweest ] . hebben door haer verstaen , hoe d'heere bij geleeft . hebben door haer verstaen , hoe",Miscellaneous,52-49
109,geweest,isOfType,52-49,14985-14992,Miscellaneous[211],None,['52-22[198]'],['52-31[199]'],None,None,None,None,None,None,None,None,in groot perijckel geweest,"['52-46', '52-47', '52-48', '52-49']","heel mastelaos , sijnde op 5â Draden bij N. den Aquinoctiael alle de masten ouer boort geblingert , ende [ in groot perijckel geweest ] . hebben door haer verstaen , hoe d'heere bij geleeft . hebben door haer verstaen , hoe",Miscellaneous,52-49
